Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_vereda;NOM_VEREDA;Cod_barrio;NOM_BARRIO;rango etario;personas
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;26;CAFê MADRID LA VIRGEN;3. Adolescencia (12 - 18 a§os);18
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;26;CAFê MADRID LA VIRGEN;4. Juventud (14 - 26 a§os);22
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;26;CAFê MADRID LA VIRGEN;5. Adultez (27- 59 a§os);67
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;26;CAFê MADRID LA VIRGEN;6. Persona Mayor 60 o mas;5
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;27;CAFê MADRID EL SUICHE;1. Primera Infancia (0-5 a§os);10
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;27;CAFê MADRID EL SUICHE;2. Infancia (6 - 11 a§os);6
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;27;CAFê MADRID EL SUICHE;3. Adolescencia (12 - 18 a§os);8
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;27;CAFê MADRID EL SUICHE;4. Juventud (14 - 26 a§os);7
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;27;CAFê MADRID EL SUICHE;5. Adultez (27- 59 a§os);22
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;27;CAFê MADRID EL SUICHE;6. Persona Mayor 60 o mas;4
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;28;CAFê MADRID EL CABLE;1. Primera Infancia (0-5 a§os);53
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;28;CAFê MADRID EL CABLE;2. Infancia (6 - 11 a§os);40
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;28;CAFê MADRID EL CABLE;3. Adolescencia (12 - 18 a§os);48
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;28;CAFê MADRID EL CABLE;4. Juventud (14 - 26 a§os);69
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;28;CAFê MADRID EL CABLE;5. Adultez (27- 59 a§os);171
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;28;CAFê MADRID EL CABLE;6. Persona Mayor 60 o mas;36
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;29;KENNEDY;1. Primera Infancia (0-5 a§os);208
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;29;KENNEDY;2. Infancia (6 - 11 a§os);219
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;29;KENNEDY;3. Adolescencia (12 - 18 a§os);293
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;29;KENNEDY;4. Juventud (14 - 26 a§os);374
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;29;KENNEDY;5. Adultez (27- 59 a§os);1264
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;29;KENNEDY;6. Persona Mayor 60 o mas;540
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;30;VILLA ALEGRIA;1. Primera Infancia (0-5 a§os);121
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;30;VILLA ALEGRIA;2. Infancia (6 - 11 a§os);84
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;30;VILLA ALEGRIA;3. Adolescencia (12 - 18 a§os);114
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;30;VILLA ALEGRIA;4. Juventud (14 - 26 a§os);119
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;30;VILLA ALEGRIA;5. Adultez (27- 59 a§os);383
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;30;VILLA ALEGRIA;6. Persona Mayor 60 o mas;78
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;31;LAS HAMACAS;1. Primera Infancia (0-5 a§os);76
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;31;LAS HAMACAS;2. Infancia (6 - 11 a§os);61
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;31;LAS HAMACAS;3. Adolescencia (12 - 18 a§os);85
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;31;LAS HAMACAS;4. Juventud (14 - 26 a§os);110
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;31;LAS HAMACAS;5. Adultez (27- 59 a§os);315
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;31;LAS HAMACAS;6. Persona Mayor 60 o mas;84
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;1. Primera Infancia (0-5 a§os);450
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;2. Infancia (6 - 11 a§os);352
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;3. Adolescencia (12 - 18 a§os);436
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;4. Juventud (14 - 26 a§os);568
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;5. Adultez (27- 59 a§os);1638
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;6. Persona Mayor 60 o mas;336
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;33;ALTOS DEL KENNEDY;1. Primera Infancia (0-5 a§os);47
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;33;ALTOS DEL KENNEDY;2. Infancia (6 - 11 a§os);43
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;33;ALTOS DEL KENNEDY;3. Adolescencia (12 - 18 a§os);50
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;33;ALTOS DEL KENNEDY;4. Juventud (14 - 26 a§os);71
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;33;ALTOS DEL KENNEDY;5. Adultez (27- 59 a§os);222
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;33;ALTOS DEL KENNEDY;6. Persona Mayor 60 o mas;55
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;1. Primera Infancia (0-5 a§os);85
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;2. Infancia (6 - 11 a§os);81
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;3. Adolescencia (12 - 18 a§os);78
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;4. Juventud (14 - 26 a§os);146
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;5. Adultez (27- 59 a§os);414
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;35;MINUTO DE DIOS;6. Persona Mayor 60 o mas;113
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;36;MIRADOR DEL KENNEDY;1. Primera Infancia (0-5 a§os);21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;36;MIRADOR DEL KENNEDY;2. Infancia (6 - 11 a§os);16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;36;MIRADOR DEL KENNEDY;3. Adolescencia (12 - 18 a§os);16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;36;MIRADOR DEL KENNEDY;4. Juventud (14 - 26 a§os);27
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;36;MIRADOR DEL KENNEDY;5. Adultez (27- 59 a§os);77
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;36;MIRADOR DEL KENNEDY;6. Persona Mayor 60 o mas;16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;38;COLSEGUROS NORTE;1. Primera Infancia (0-5 a§os);87
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;38;COLSEGUROS NORTE;2. Infancia (6 - 11 a§os);75
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;38;COLSEGUROS NORTE;3. Adolescencia (12 - 18 a§os);101
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;38;COLSEGUROS NORTE;4. Juventud (14 - 26 a§os);142
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;38;COLSEGUROS NORTE;5. Adultez (27- 59 a§os);411
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;38;COLSEGUROS NORTE;6. Persona Mayor 60 o mas;139
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;39;OMAGA I ;1. Primera Infancia (0-5 a§os);20
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;39;OMAGA I ;2. Infancia (6 - 11 a§os);16
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;39;OMAGA I ;3. Adolescencia (12 - 18 a§os);21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;39;OMAGA I ;4. Juventud (14 - 26 a§os);21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;39;OMAGA I ;5. Adultez (27- 59 a§os);95
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;39;OMAGA I ;6. Persona Mayor 60 o mas;21
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;40;MIRAMAR;1. Primera Infancia (0-5 a§os);45
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;40;MIRAMAR;2. Infancia (6 - 11 a§os);32
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;40;MIRAMAR;3. Adolescencia (12 - 18 a§os);51
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;40;MIRAMAR;4. Juventud (14 - 26 a§os);78
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;40;MIRAMAR;5. Adultez (27- 59 a§os);191
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;40;MIRAMAR;6. Persona Mayor 60 o mas;66
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;41;BALCONES DEL KENNEDY;1. Primera Infancia (0-5 a§os);105
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;41;BALCONES DEL KENNEDY;2. Infancia (6 - 11 a§os);121
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;41;BALCONES DEL KENNEDY;3. Adolescencia (12 - 18 a§os);135
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;41;BALCONES DEL KENNEDY;4. Juventud (14 - 26 a§os);178
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;41;BALCONES DEL KENNEDY;5. Adultez (27- 59 a§os);466
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;41;BALCONES DEL KENNEDY;6. Persona Mayor 60 o mas;116
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;42;VILLA MAR÷A;1. Primera Infancia (0-5 a§os);67
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;42;VILLA MAR÷A;2. Infancia (6 - 11 a§os);38
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;42;VILLA MAR÷A;3. Adolescencia (12 - 18 a§os);37
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;42;VILLA MAR÷A;4. Juventud (14 - 26 a§os);60
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;42;VILLA MAR÷A;5. Adultez (27- 59 a§os);147
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;42;VILLA MAR÷A;6. Persona Mayor 60 o mas;25
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;43;ASENTAMIENTO VILLA MAR÷A;5. Adultez (27- 59 a§os);2
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;43;ASENTAMIENTO VILLA MAR÷A;6. Persona Mayor 60 o mas;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS µNGELES;5. Adultez (27- 59 a§os);1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;45;LOS µNGELES;6. Persona Mayor 60 o mas;1
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;1. Primera Infancia (0-5 a§os);75
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;2. Infancia (6 - 11 a§os);84
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;3. Adolescencia (12 - 18 a§os);117
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;4. Juventud (14 - 26 a§os);146
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;5. Adultez (27- 59 a§os);467
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;47;OLAS ALTAS Y BAJAS;6. Persona Mayor 60 o mas;172
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;49;PAISAJES DEL NORTE;1. Primera Infancia (0-5 a§os);90
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;49;PAISAJES DEL NORTE;2. Infancia (6 - 11 a§os);82
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;49;PAISAJES DEL NORTE;3. Adolescencia (12 - 18 a§os);86
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;49;PAISAJES DEL NORTE;4. Juventud (14 - 26 a§os);113
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;49;PAISAJES DEL NORTE;5. Adultez (27- 59 a§os);302
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;49;PAISAJES DEL NORTE;6. Persona Mayor 60 o mas;44
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;1. Primera Infancia (0-5 a§os);517
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;2. Infancia (6 - 11 a§os);492
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;3. Adolescencia (12 - 18 a§os);689
1;0;SIN CORREGIMIENTO;0;SIN VEREDA;50;VILLA ROSA;4. Juventud (14 - 26 a§os);773
